reliability,protocol,err,prec,lift,rdep,cov,bind,false,miscred,fallback,abstain,proxy_regret,utility,weight
r00,coverage_weighted_trace,2.930560050264985,0.5609709706576927,0.3109671067881489,0.0,0.7257311356667588,0.614048253501423,0.16440622039005276,0.3327718986251729,0.0,0.0,0.01972874644680629,0.6829743525149722,3677184000
r00,delayed_reward_td,3.659958333333349,0.2792666666666893,0.12246666666666096,1.0,0.7257311356667588,0.614048253501423,0.16440622039005276,0.4804000000000328,0.0,0.0,0.0,-0.002493541666666666,3677184000
r00,dense_shaping,3.06608649173186,0.3671180000000016,0.13469113333333482,0.6467999999999742,0.7257311356667588,0.614048253501423,0.16440622039005276,0.43047480000000327,0.0,0.0,0.32975919999999925,0.17202651778156255,3677184000
r00,event_audited_trace,2.2965332301435386,0.7129588764018573,0.33477628911251894,0.005058697838767015,0.7257311356667588,0.614048253501423,0.16440622039005276,0.22295162173776498,0.08537068861910578,8.41906943974051e-06,0.03444336175501763,0.9122774518645628,3677184000
r00,hindsight_relabel,3.425008333333347,0.4766205555555693,0.19552388888888936,0.5419999999999351,0.7257311356667588,0.614048253501423,0.16440622039005276,0.5644677777777738,0.0,0.0,0.26695959999999713,0.12289210922222313,3677184000
r00,inverse_dynamics,2.96446666666663,0.5459146666666678,0.21585200000000027,0.0,0.7257311356667588,0.614048253501423,0.16440622039005276,0.4302986666666699,0.0,0.0,0.0,0.5576047600000021,3677184000
r00,oracle,0.2966499999999956,0.9919999999998804,0.39886666666665527,0.0,0.7257311356667588,0.614048253501423,0.16440622039005276,0.0,0.0,0.0,0.0,1.0,3677184000
r00,raw_effect_trace,2.9141619322098995,0.2974886248087177,0.22885562677493315,0.0,0.7257311356667588,0.614048253501423,0.16440622039005276,0.4263639951134997,0.0,0.0,0.0,0.46975101017952897,3677184000
r01,coverage_weighted_trace,3.4059030091067934,0.46507767570174385,0.27313064155547223,8.729359440573745e-08,0.5744410613277918,0.5818946654099192,0.18580577403645748,0.32731476225277834,3.7454235749401963e-06,0.0,0.02229707178028752,0.5574909193604981,3677184000
r01,delayed_reward_td,3.659958333333349,0.2792666666666893,0.12246666666666096,1.0,0.5744410613277918,0.5818946654099192,0.18580577403645748,0.4804000000000328,0.0,0.0,0.0,-0.002493541666666666,3677184000
r01,dense_shaping,3.0662250242799955,0.3671180000000016,0.13469113333333482,0.6467999999999742,0.5744410613277918,0.5818946654099192,0.18580577403645748,0.43047480000000327,0.0,0.0,0.32975919999999925,0.17200504523660123,3677184000
