sensor,protocol,err,prec,lift,rdep,cov,bind,false,miscred,fallback,abstain,proxy_regret,utility,weight
s00,coverage_weighted_trace,3.3035980448165847,0.5077770448733644,0.2907280788355542,0.0,0.6707915325666267,0.5983579782495968,0.21466838661630763,0.39267471122444964,0.0,0.0,0.025760206393956993,0.543604122132125,4412620800
s00,delayed_reward_td,3.659958333333375,0.2792666666666785,0.12246666666665972,1.0,0.6707915325666267,0.5983579782495968,0.21466838661630763,0.4804000000000308,0.0,0.0,0.0,-0.0024935416666666812,4412620800
s00,dense_shaping,3.0661354957874813,0.36711800000000044,0.13469113333333504,0.6467999999999486,0.6707915325666267,0.5983579782495968,0.21466838661630763,0.43047480000000804,0.0,0.0,0.32975919999998904,0.1720189221529419,4412620800
s00,event_audited_trace,2.5316949613897193,0.6591307861474048,0.3193388689278282,0.010092535832410201,0.6707915325666267,0.5983579782495968,0.21466838661630763,0.2330980539425392,0.17042642483416626,0.020312261807949535,0.05482764263313091,0.8253976061923207,4412620800
s00,hindsight_relabel,3.4250083333333636,0.47662055555556704,0.1955238888888866,0.541999999999918,0.6707915325666267,0.5983579782495968,0.21466838661630763,0.5644677777777781,0.0,0.0,0.2669595999999958,0.12289210922222342,4412620800
s00,inverse_dynamics,2.7969666666667248,0.5914746666666707,0.23729200000000228,0.0,0.6707915325666267,0.5983579782495968,0.21466838661630763,0.3674586666666698,0.0,0.0,0.0,0.6632360599999939,4412620800
s00,oracle,0.2966500000000111,0.9919999999998257,0.39886666666664305,0.0,0.6707915325666267,0.5983579782495968,0.21466838661630763,0.0,0.0,0.0,0.0,1.0,4412620800
s00,raw_effect_trace,3.3278338448815536,0.2390415948760254,0.1986842482268538,0.0,0.6707915325666267,0.5983579782495968,0.21466838661630763,0.503114473756315,0.0,0.0,0.0,0.30547673966638333,4412620800
s01,coverage_weighted_trace,3.681856103227563,0.451432589468295,0.2738366103515672,1.6124859056962197e-05,0.6127181753850212,0.5345270559556624,0.2267129742552505,0.409860318866278,0.0007505570857465589,0.0,0.02728294832667559,0.4401341341277866,4412620800
s01,delayed_reward_td,3.659958333333375,0.2792666666666785,0.12246666666665972,1.0,0.6127181753850212,0.5345270559556624,0.2267129742552505,0.4804000000000308,0.0,0.0,0.0,-0.0024935416666666812,4412620800
s01,dense_shaping,3.0660576817440326,0.36711800000000044,0.13469113333333504,0.6467999999999486,0.6127181753850212,0.5345270559556624,0.2267129742552505,0.43047480000000804,0.0,0.0,0.32975919999998904,0.17203098332967587,4412620800
s01,event_audited_trace,2.7495455961347406,0.6143784977586005,0.307930455326322,0.01376230013232422,0.6127181753850212,0.5345270559556624,0.2267129742552505,0.2302620863226963,0.23240886869756575,0.030100888803536677,0.06798508114379287,0.7717989264137672,4412620800
s01,hindsight_relabel,3.4250083333333636,0.47662055555556704,0.1955238888888866,0.541999999999918,0.6127181753850212,0.5345270559556624,0.2267129742552505,0.5644677777777781,0.0,0.0,0.2669595999999958,0.12289210922222342,4412620800
s01,inverse_dynamics,2.9719666666667246,0.5438746666666545,0.21489200000000652,0.0,0.6127181753850212,0.5345270559556624,0.2267129742552505,0.4222586666666005,0.0,0.0,0.0,0.5617750600000242,4412620800
s01,oracle,0.2966500000000111,0.9919999999998257,0.39886666666664305,0.0,0.6127181753850212,0.5345270559556624,0.2267129742552505,0.0,0.0,0.0,0.0,1.0,4412620800
s01,raw_effect_trace,3.6861648900330612,0.17754690981464813,0.18427483001806266,0.0,0.6127181753850212,0.5345270559556624,0.2267129742552505,0.5252548590622511,0.0,0.0,0.0,0.19990058834356395,4412620800
s02,coverage_weighted_trace,3.800689669637056,0.4333525021597489,0.26843074643446163,2.4469942610511125e-05,0.6039597099241081,0.51757843575439,0.24668535315852064,0.4251573182093422,0.0011303599586056717,0.0,0.029718139023079185,0.39859519477593597,4412620800
s02,delayed_reward_td,3.659958333333375,0.2792666666666785,0.12246666666665972,1.0,0.6039597099241081,0.51757843575439,0.24668535315852064,0.4804000000000308,0.0,0.0,0.0,-0.0024935416666666812,4412620800
s02,dense_shaping,3.065893089462228,0.36711800000000044,0.13469113333333504,0.6467999999999486,0.6039597099241081,0.51757843575439,0.24668535315852064,0.43047480000000804,0.0,0.0,0.32975919999998904,0.17205649513335639,4412620800
s02,event_audited_trace,2.8140580075341433,0.6004495164034712,0.30423510186185637,0.014985617043076644,0.6039597099241081,0.51757843575439,0.24668535315852064,0.23434362456687088,0.2530573559316193,0.034392534525898195,0.07351828794409677,0.7491372122650783,4412620800
