horizon,protocol,err,prec,lift,rdep,cov,bind,false,miscred,fallback,abstain,proxy_regret,utility,weight
h00,coverage_weighted_trace,3.231716618370351,0.4777668798995047,0.2820314109248898,0.0,0.6563946569276965,0.5666738672664788,0.24348304200550297,0.3846872489867868,0.0,0.0,0.0292179650406602,0.5441148338229003,3677184000
h00,delayed_reward_td,1.9946250000000303,0.37800000000010064,0.15259999999998522,1.0,0.6563946569276965,0.5666738672664788,0.24348304200550297,0.35520000000008267,0.0,0.0,0.0,0.4124211249999939,3677184000
h00,dense_shaping,2.2584706419687834,0.400158000000016,0.1542818000000046,0.6467999999999742,0.6563946569276965,0.5666738672664788,0.24348304200550297,0.38105879999999,0.0,0.0,0.306095200000007,0.36645889449483593,3677184000
h00,event_audited_trace,2.3050397111603815,0.6375948407325803,0.3149500317327394,0.012193204759497464,0.6563946569276965,0.5666738672664788,0.24348304200550297,0.219867843738309,0.20586409425708027,0.025868674610773912,0.060490933847616855,0.8558283029510555,3677184000
h00,hindsight_relabel,2.6690249999999986,0.5391533333333167,0.23151333333334423,0.5419999999999351,0.6563946569276965,0.5666738672664788,0.24348304200550297,0.48758666666664063,0.0,0.0,0.25512759999999723,0.34780433033334984,3677184000
h00,inverse_dynamics,2.0893333333331308,0.6153173333333781,0.24914933333332936,0.0,0.6563946569276965,0.5666738672664788,0.24348304200550297,0.3995626666666805,0.0,0.0,0.0,0.7615879466667055,3677184000
h00,oracle,0.22884999999999844,0.9919999999998804,0.40640000000006293,0.0,0.6563946569276965,0.5666738672664788,0.24348304200550297,0.0,0.0,0.0,0.0,1.0,3677184000
h00,raw_effect_trace,3.2032868981363336,0.19884491796987158,0.18745522424220057,0.0,0.6563946569276965,0.5666738672664788,0.24348304200550297,0.4928805377643113,0.0,0.0,0.0,0.31157454955119945,3677184000
h01,coverage_weighted_trace,3.4014248827906073,0.46786398142031305,0.2790116838695813,2.4560618200968085e-07,0.6444292045256292,0.5554583306392323,0.24353471169367966,0.3958193409073636,1.1159821429604625e-05,0.0,0.029225142580518147,0.5035723611251466,3677184000
h01,delayed_reward_td,2.666624999999947,0.3395999999999844,0.13979999999999468,1.0,0.6444292045256292,0.5554583306392323,0.24353471169367966,0.40320000000003525,0.0,0.0,0.0,0.24739712499998248,3677184000
h01,dense_shaping,2.59056276982853,0.3876780000000001,0.14663380000000256,0.6467999999999742,0.6444292045256292,0.5554583306392323,0.24353471169367966,0.39469080000000006,0.0,0.0,0.312623200000003,0.2935247746765796,3677184000
h01,event_audited_trace,2.4719423730542456,0.6290404282541008,0.31244095681755124,0.012809044399349939,0.6444292045256292,0.5554583306392323,0.24353471169367966,0.22446634793878376,0.2163150379628838,0.02759479791276176,0.06329098919713622,0.8260818265888203,3677184000
h01,hindsight_relabel,2.9674250000001154,0.5158733333333513,0.21799333333333887,0.5419999999999351,0.6444292045256292,0.5554583306392323,0.24353471169367966,0.5095066666666792,0.0,0.0,0.258391599999997,0.26720801033334207,3677184000
h01,inverse_dynamics,2.4429333333335945,0.5902613333333059,0.23500533333332746,0.0,0.6444292045256292,0.5554583306392323,0.24353471169367966,0.4126186666666797,0.0,0.0,0.0,0.679610026666673,3677184000
